Feature,Importance
City_Wrightwood,0.0002683880562194206
"Lat Long_34.122671, -118.112911",0.00026753783068177807
"Lat Long_38.326215, -122.718742",0.0002666758491785154
City_Port Costa,0.0002664963941869925
City_Herald,0.0002661734288203179
"Lat Long_34.02381, -118.156582",0.00026565948150737386
"Lat Long_34.943523, -120.256729",0.0002650202576342524
"Lat Long_34.076259, -118.310715",0.00026501542550181587
"Lat Long_38.736685, -121.251984",0.0002645182196842797
City_Rancho Mirage,0.0002645108729294668
"Lat Long_33.930199, -117.862898",0.00026411270493508626
"Lat Long_34.088017, -118.327168",0.00026351831523166257
City_La Quinta,0.00026350115481989505
"Lat Long_37.750021, -122.415201",0.0002631035809387542
City_Gardena,0.00026281010435436194
City_Olancha,0.00026278361737566437
"Lat Long_36.175255, -119.813805",0.00026255968972371905
"Lat Long_34.105935, -117.2914",0.00026144025687234625
City_Davis Creek,0.0002608346077496851
City_Alpaugh,0.000259650673561646
"Lat Long_33.254497, -117.285879",0.00025923741498676956
"Lat Long_37.828416, -122.216005",0.00025911163559698896
"Lat Long_32.67117, -117.00232",0.00025905353675844046
City_Guatay,0.0002589068660326994
"Lat Long_33.972119, -118.020188",0.0002588112590474333
City_Escondido,0.0002584467688515805
City_Panorama City,0.00025787223139500654
"Lat Long_32.830852, -116.444601",0.0002577347370933844
"Lat Long_33.924143, -117.79387",0.0002576103280890978
"Lat Long_34.074572, -118.831181",0.00025759492214617847
City_Woodland Hills,0.00025682542438972423
"Lat Long_36.397745, -120.119911",0.00025589761557339623
City_Vallejo,0.000255878080545683
City_Riverbank,0.00025512935241364855
"Lat Long_33.678591, -117.905471",0.00025455607511353374
City_Brisbane,0.0002539452942505694
"Lat Long_32.898613, -117.202937",0.00025369898177938344
"Lat Long_38.954144, -121.482536",0.00025269896744291315
"Lat Long_39.075694, -121.70606",0.00025269111514623167
"Lat Long_40.547857, -123.187265",0.00025222007778467496
City_Canoga Park,0.00025200648569247575
City_Newhall,0.0002518363221799897
City_Happy Camp,0.00025138491824841253
"Lat Long_34.074492, -118.01462",0.00025132930881200484
"Lat Long_33.867257, -118.330794",0.0002510857811463154
"Lat Long_33.507255, -117.029473",0.0002510745023688181
"Lat Long_38.035707, -122.196821",0.00025086828293738723
City_Oakdale,0.00025031092632574995
City_Rio Oso,0.00025017694622868065
"Lat Long_38.911577, -120.106169",0.00024947765791761726
"Lat Long_35.676978, -118.101378",0.0002491912745175253
City_Ivanhoe,0.00024906188010302043
City_Reseda,0.00024895370456790803
City_Arcadia,0.00024892563596704974
"Lat Long_32.787836, -117.232376",0.00024867967958818946
City_Coronado,0.0002485730991634961
"Lat Long_37.720498, -122.443119",0.00024765829203381574
"Lat Long_38.625096, -121.383658",0.00024628502373402327
City_Cotati,0.00024618226535615
"Lat Long_35.939068, -119.043666",0.0002461694553153494
"Lat Long_33.859171, -118.252272",0.00024616047029594665
"Lat Long_39.080469, -122.955176",0.0002460731294058863
"Lat Long_36.64152, -121.622188",0.00024606353266346166
"Lat Long_32.811001, -115.152865",0.00024597428941977063
City_Auburn,0.0002458549501216579
City_Pebble Beach,0.00024578296186089253
City_Beverly Hills,0.0002457185370149649
"Lat Long_34.358321, -117.618263",0.0002454954430265912
City_Annapolis,0.0002454045094176734
"Lat Long_33.973616, -118.24902",0.00024539052142728726
City_Elverta,0.00024513093145337264
City_Santee,0.0002450984728472083
"Lat Long_37.734971, -120.954271",0.00024470036139770797
City_Deer Park,0.00024425658233978906
"Lat Long_38.348884, -122.51699",0.0002442186588415399
City_Snelling,0.00024361846072751297
City_Alturas,0.00024329940098021349
City_La Canada Flintridge,0.00024281367313037876
"Lat Long_36.385818, -119.224243",0.00024251804365272168
"Lat Long_33.801869, -117.995068",0.00024247439165008005
"Lat Long_34.049671, -117.468896",0.00024232875027258585
City_Stratford,0.00024223260546899324
City_Pinole,0.00024199006801156194
City_Napa,0.0002419142457602507
"Lat Long_36.654614, -119.903674",0.0002418644885180168
"Lat Long_34.238802, -118.482296",0.00024154265098942691
City_Adelanto,0.00024148788162418894
City_Onyx,0.0002411653982217684
"Lat Long_39.23754, -120.720196",0.0002411155309058235
City_Vallecito,0.00024076957572987244
"Lat Long_33.992416, -117.807874",0.00024054654444857217
City_Fort Jones,0.00024004080691430375
City_Oroville,0.00023965322420236757
"Lat Long_38.99003, -121.114408",0.00023905765786515527
"Lat Long_33.989524, -118.089299",0.00023899965924616625
"Lat Long_33.823943, -118.111335",0.00023876354283657527
"Lat Long_34.95703, -117.73045",0.00023874711801982198
City_Seaside,0.00023845389363564285
City_Tecopa,0.0002384094141827306
"Lat Long_36.391777, -119.372842",0.00023801826821260365
"Lat Long_41.171578, -120.913161",0.00023799440958777532
"Lat Long_39.58458, -121.093256",0.00023796610583788616
City_San Marcos,0.0002373456418801062
"Lat Long_33.001813, -117.263628",0.0002369483400593412
"Lat Long_32.782501, -117.01611",0.00023687786569864637
"Lat Long_38.224869, -119.755729",0.0002367419649654352
"Lat Long_38.691607, -121.602284",0.00023657022890598555
"Lat Long_33.874224, -117.993368",0.00023627148496484433
"Lat Long_39.273096, -122.050763",0.00023621547269117734
"Lat Long_41.5837, -122.935922",0.00023574518744321008
"Lat Long_38.419088, -122.024568",0.0002353725118570568
City_San Leandro,0.0002352903936861732
"Lat Long_40.94338, -123.831799",0.00023525821910786788
"Lat Long_38.921333, -120.897718",0.0002349899224546668
City_Seeley,0.00023472189643518264
City_Sierraville,0.0002346478798894019
"Lat Long_38.368744, -122.522642",0.0002344548143724798
City_Myers Flat,0.00023424731619466117
City_Fairfield,0.00023393708095701437
"Lat Long_33.946982, -116.977672",0.00023390899305717256
"Lat Long_37.516791, -121.899117",0.0002337606740572948
"Lat Long_34.202494, -118.448048",0.00023371532910951856
"Lat Long_37.722302, -122.491129",0.00023369735878960281
"Lat Long_33.22784, -117.200024",0.0002333301310414852
City_Birds Landing,0.0002328828414154241
"Lat Long_34.028331, -118.354338",0.0002328198357231172
"Lat Long_34.536232, -118.082935",0.00023278804862914376
"Lat Long_36.625114, -121.823565",0.00023224148749852877
"Lat Long_33.723579, -118.005441",0.00023204482144699817
City_Long Barn,0.0002320131797322676
"Lat Long_38.486502, -121.334051",0.00023156149909981958
"Lat Long_33.200369, -116.192313",0.0002314934952523083
"Lat Long_33.634626, -117.874882",0.00023130359507576054
"Lat Long_37.114335, -122.237162",0.00023121288460363712
City_Bonita,0.0002309476974386019
"Lat Long_40.759401, -122.939337",0.0002308896737595116
City_Exeter,0.00023087771117937263
City_Cardiff By The Sea,0.00023083095540872784
"Lat Long_33.645672, -117.922613",0.00023073677739301804
"Lat Long_38.608405, -121.449942",0.00023073642318026513
"Lat Long_39.258746, -121.77697",0.0002304374414729183
"Lat Long_34.017697, -118.200577",0.0002301196785644539
"Lat Long_37.878554, -122.26609",0.00023001477815786812
"Lat Long_37.760412, -122.484966",0.00022998650714852953
City_Coachella,0.00022984798407366076
City_Santa Paula,0.00022915803088626257
City_Hughson,0.0002291081741685096
City_Pleasant Hill,0.00022887543961075724
City_Byron,0.00022863660476830564
"Lat Long_38.489789, -122.27011",0.0002282438024805717
City_Oak Run,0.00022810686553207283
City_Courtland,0.00022809015221292902
City_Julian,0.00022762037398942853
"Lat Long_34.137412, -118.207607",0.00022746113984526377
"Lat Long_38.859093, -121.182872",0.00022708095525081983
"Lat Long_36.78979, -119.929894",0.0002269533753113599
City_Homeland,0.00022670622282834719
"Lat Long_35.165668, -120.655842",0.00022648423716861986
"Lat Long_38.542532, -121.378826",0.00022644252001448393
"Lat Long_38.128087, -121.4078",0.00022625600861552866
"Lat Long_33.987945, -118.370442",0.00022601856838341263
City_Big Bear City,0.0002259866022807658
City_Pauma Valley,0.0002256848450270386
"Lat Long_38.049457, -121.21653",0.00022545307986399272
"Lat Long_33.977468, -118.445475",0.00022509792245284404
City_Ceres,0.00022395341847184332
"Lat Long_36.814539, -119.711868",0.00022395224142920462
"Lat Long_34.213049, -118.317651",0.0002239086838896991
"Lat Long_33.929812, -116.76058",0.00022374594238751922
City_Badger,0.00022283901726794877
"Lat Long_37.013471, -121.877877",0.00022255103331526104
"Lat Long_37.521708, -120.426843",0.00022249037883556754
"Lat Long_37.621458, -121.012295",0.00022239654099516626
"Lat Long_33.752524, -118.210737",0.00022211885311704973
"Lat Long_36.635661, -120.288644",0.00022180298447082808
City_Antioch,0.00022153385868542758
"Lat Long_33.762759, -116.324817",0.00022126007973919849
City_Big Bend,0.00022103107482728717
"Lat Long_35.449881, -118.841442",0.00022095087504958973
"Lat Long_37.941456, -122.320968",0.00022070131146333612
"Lat Long_34.084909, -117.258107",0.0002204206262339083
"Lat Long_41.750354, -120.403885",0.00022034830358721086
